sku_id,week_start,week_end,final_forecast,actual_units,forecast_error,absolute_error
SKU03776,2025-10-27,2025-11-02,13.0,8.0,-5.0,5.0
SKU03776,2025-12-01,2025-12-07,13.0,5.0,-8.0,8.0
SKU03796,2025-10-27,2025-11-02,13.0,8.0,-5.0,5.0
SKU03806,2025-09-29,2025-10-05,13.0,17.0,4.0,4.0
SKU03806,2025-11-03,2025-11-09,13.0,21.0,8.0,8.0
SKU03806,2025-11-17,2025-11-23,13.0,14.0,1.0,1.0
SKU03806,2025-11-24,2025-11-30,13.0,8.0,-5.0,5.0
SKU03827,2025-12-08,2025-12-14,13.0,12.0,-1.0,1.0
SKU03858,2025-10-20,2025-10-26,13.0,4.0,-9.0,9.0
SKU03858,2025-11-17,2025-11-23,13.0,14.0,1.0,1.0
SKU03867,2025-10-06,2025-10-12,13.0,6.0,-7.0,7.0
SKU03872,2025-10-13,2025-10-19,13.0,6.0,-7.0,7.0
SKU03926,2025-11-17,2025-11-23,13.0,25.0,12.0,12.0
SKU03926,2025-12-22,2025-12-28,13.0,11.0,-2.0,2.0
SKU03946,2025-12-15,2025-12-21,13.0,20.0,7.0,7.0
SKU03957,2025-10-13,2025-10-19,13.0,20.0,7.0,7.0
SKU03957,2025-11-17,2025-11-23,13.0,10.0,-3.0,3.0
SKU04047,2025-11-03,2025-11-09,13.0,6.0,-7.0,7.0
SKU04048,2025-12-22,2025-12-28,13.0,10.0,-3.0,3.0
SKU04059,2025-10-13,2025-10-19,13.0,9.0,-4.0,4.0
SKU04059,2025-11-10,2025-11-16,13.0,24.0,11.0,11.0
SKU04112,2025-10-27,2025-11-02,13.0,31.0,18.0,18.0
SKU04112,2025-11-24,2025-11-30,13.0,26.0,13.0,13.0
SKU04118,2025-10-13,2025-10-19,13.0,9.0,-4.0,4.0
SKU04118,2025-11-24,2025-11-30,13.0,7.0,-6.0,6.0
SKU04118,2025-12-15,2025-12-21,13.0,15.0,2.0,2.0
SKU04182,2025-10-13,2025-10-19,13.0,11.0,-2.0,2.0
SKU04182,2025-10-20,2025-10-26,13.0,5.0,-8.0,8.0
SKU04183,2025-11-24,2025-11-30,13.0,4.0,-9.0,9.0
SKU04210,2025-10-13,2025-10-19,13.0,5.0,-8.0,8.0
SKU04224,2025-12-22,2025-12-28,13.0,8.0,-5.0,5.0
SKU04248,2025-10-27,2025-11-02,13.0,9.0,-4.0,4.0
SKU04248,2025-11-03,2025-11-09,13.0,4.0,-9.0,9.0
SKU04248,2025-12-08,2025-12-14,13.0,10.0,-3.0,3.0
SKU04257,2025-11-10,2025-11-16,13.0,20.0,7.0,7.0
SKU04269,2025-09-29,2025-10-05,13.0,22.0,9.0,9.0
SKU04269,2025-12-15,2025-12-21,13.0,25.0,12.0,12.0
SKU04271,2025-11-17,2025-11-23,13.0,8.0,-5.0,5.0
SKU04278,2025-10-27,2025-11-02,13.0,17.0,4.0,4.0
SKU04312,2025-12-22,2025-12-28,13.0,5.0,-8.0,8.0
SKU04316,2025-10-27,2025-11-02,13.0,9.0,-4.0,4.0
SKU04337,2025-12-08,2025-12-14,13.0,15.0,2.0,2.0
SKU04376,2025-12-08,2025-12-14,13.0,5.0,-8.0,8.0
SKU04376,2025-12-22,2025-12-28,13.0,20.0,7.0,7.0
SKU04382,2025-10-06,2025-10-12,13.0,10.0,-3.0,3.0
SKU04382,2025-10-20,2025-10-26,13.0,13.0,0.0,0.0
SKU04382,2025-11-10,2025-11-16,13.0,17.0,4.0,4.0
SKU04385,2025-11-17,2025-11-23,13.0,2.0,-11.0,11.0
SKU04399,2025-11-10,2025-11-16,13.0,10.0,-3.0,3.0
SKU04423,2025-10-20,2025-10-26,13.0,9.0,-4.0,4.0
SKU04423,2025-10-27,2025-11-02,13.0,8.0,-5.0,5.0
SKU04423,2025-11-03,2025-11-09,13.0,19.0,6.0,6.0
SKU04423,2025-11-24,2025-11-30,13.0,18.0,5.0,5.0
SKU04423,2025-12-08,2025-12-14,13.0,12.0,-1.0,1.0
SKU04426,2025-09-29,2025-10-05,13.0,10.0,-3.0,3.0
SKU04426,2025-10-27,2025-11-02,13.0,11.0,-2.0,2.0
SKU04444,2025-09-29,2025-10-05,13.0,11.0,-2.0,2.0
SKU04444,2025-11-03,2025-11-09,13.0,21.0,8.0,8.0
SKU04496,2025-12-15,2025-12-21,13.0,12.0,-1.0,1.0
SKU04514,2025-11-24,2025-11-30,13.0,24.0,11.0,11.0
SKU04514,2025-12-01,2025-12-07,13.0,9.0,-4.0,4.0
SKU04514,2025-12-15,2025-12-21,13.0,2.0,-11.0,11.0
SKU04534,2025-11-24,2025-11-30,13.0,17.0,4.0,4.0
SKU04545,2025-11-03,2025-11-09,13.0,8.0,-5.0,5.0
SKU04545,2025-11-24,2025-11-30,13.0,13.0,0.0,0.0
SKU04599,2025-11-17,2025-11-23,13.0,17.0,4.0,4.0
SKU04599,2025-12-08,2025-12-14,13.0,14.0,1.0,1.0
SKU04600,2025-10-06,2025-10-12,13.0,6.0,-7.0,7.0
SKU04600,2025-11-10,2025-11-16,13.0,9.0,-4.0,4.0
SKU04619,2025-12-01,2025-12-07,13.0,18.0,5.0,5.0
SKU04624,2025-10-06,2025-10-12,13.0,2.0,-11.0,11.0
SKU04655,2025-11-24,2025-11-30,13.0,20.0,7.0,7.0
SKU04655,2025-12-01,2025-12-07,13.0,19.0,6.0,6.0
SKU04655,2025-12-08,2025-12-14,13.0,8.0,-5.0,5.0
SKU04656,2025-11-24,2025-11-30,13.0,7.0,-6.0,6.0
SKU04689,2025-12-01,2025-12-07,13.0,25.0,12.0,12.0
SKU04691,2025-09-29,2025-10-05,13.0,19.0,6.0,6.0
SKU04691,2025-11-24,2025-11-30,13.0,8.0,-5.0,5.0
SKU04696,2025-11-03,2025-11-09,13.0,7.0,-6.0,6.0
SKU04696,2025-11-10,2025-11-16,13.0,13.0,0.0,0.0
SKU04697,2025-10-06,2025-10-12,13.0,2.0,-11.0,11.0
SKU04697,2025-11-10,2025-11-16,13.0,8.0,-5.0,5.0
SKU04714,2025-11-03,2025-11-09,13.0,25.0,12.0,12.0
SKU04725,2025-12-15,2025-12-21,13.0,7.0,-6.0,6.0
SKU04730,2025-11-03,2025-11-09,13.0,15.0,2.0,2.0
SKU04730,2025-12-08,2025-12-14,13.0,24.0,11.0,11.0
SKU04744,2025-10-27,2025-11-02,13.0,13.0,0.0,0.0
SKU04744,2025-12-22,2025-12-28,13.0,11.0,-2.0,2.0
SKU04834,2025-09-29,2025-10-05,13.0,16.0,3.0,3.0
SKU04834,2025-11-17,2025-11-23,13.0,12.0,-1.0,1.0
SKU04863,2025-11-24,2025-11-30,13.0,9.0,-4.0,4.0
SKU04875,2025-10-06,2025-10-12,13.0,17.0,4.0,4.0
SKU04915,2025-10-06,2025-10-12,13.0,4.0,-9.0,9.0
SKU04921,2025-12-15,2025-12-21,13.0,26.0,13.0,13.0
SKU04949,2025-10-20,2025-10-26,13.0,5.0,-8.0,8.0
SKU04949,2025-11-10,2025-11-16,13.0,17.0,4.0,4.0
SKU04949,2025-11-24,2025-11-30,13.0,6.0,-7.0,7.0
SKU04956,2025-09-29,2025-10-05,13.0,17.0,4.0,4.0
SKU04956,2025-10-06,2025-10-12,13.0,12.0,-1.0,1.0
SKU03053,2025-10-27,2025-11-02,96.0,92.0,-4.0,4.0
SKU00079,2025-11-24,2025-11-30,427.0,288.0,-139.0,139.0
SKU01142,2025-11-17,2025-11-23,34.0,8.0,-26.0,26.0
SKU01555,2025-11-17,2025-11-23,34.0,42.0,8.0,8.0
SKU00484,2025-10-27,2025-11-02,142.0,132.0,-10.0,10.0
SKU01088,2025-10-20,2025-10-26,37.0,23.0,-14.0,14.0
SKU02611,2025-10-20,2025-10-26,37.0,51.0,14.0,14.0
SKU02690,2025-12-22,2025-12-28,37.0,43.0,6.0,6.0
SKU01652,2025-12-15,2025-12-21,40.0,59.0,19.0,19.0
SKU04185,2025-11-24,2025-11-30,40.0,69.0,29.0,29.0
SKU00893,2025-11-17,2025-11-23,166.0,122.0,-44.0,44.0
SKU00628,2025-11-03,2025-11-09,129.0,104.0,-25.0,25.0
SKU03340,2025-12-22,2025-12-28,43.0,39.0,-4.0,4.0
SKU04157,2025-11-24,2025-11-30,178.0,108.0,-70.0,70.0
SKU04408,2025-11-17,2025-11-23,49.0,55.0,6.0,6.0
SKU02737,2025-12-08,2025-12-14,119.0,120.0,1.0,1.0
SKU02141,2025-12-01,2025-12-07,634.0,546.0,-88.0,88.0
SKU03840,2025-11-03,2025-11-09,207.0,120.0,-87.0,87.0
SKU00893,2025-12-22,2025-12-28,164.0,177.0,13.0,13.0
SKU02858,2025-11-17,2025-11-23,500.0,439.0,-61.0,61.0
SKU04105,2025-10-27,2025-11-02,109.0,126.0,17.0,17.0
SKU04157,2025-11-17,2025-11-23,175.0,122.0,-53.0,53.0
SKU02141,2025-11-17,2025-11-23,626.0,433.0,-193.0,193.0
SKU02141,2025-12-08,2025-12-14,626.0,579.0,-47.0,47.0
SKU00068,2025-10-27,2025-11-02,24.0,21.0,-3.0,3.0
SKU00068,2025-11-03,2025-11-09,24.0,13.0,-11.0,11.0
SKU00116,2025-11-03,2025-11-09,30.0,29.0,-1.0,1.0
SKU00591,2025-12-01,2025-12-07,57.0,45.0,-12.0,12.0
SKU00687,2025-10-13,2025-10-19,36.0,37.0,1.0,1.0
SKU00687,2025-12-15,2025-12-21,36.0,62.0,26.0,26.0
SKU00831,2025-10-06,2025-10-12,30.0,11.0,-19.0,19.0
SKU00831,2025-10-20,2025-10-26,30.0,11.0,-19.0,19.0
SKU00996,2025-10-06,2025-10-12,72.0,65.0,-7.0,7.0
SKU01077,2025-12-01,2025-12-07,33.0,18.0,-15.0,15.0
SKU01087,2025-11-17,2025-11-23,27.0,27.0,0.0,0.0
SKU01205,2025-12-15,2025-12-21,24.0,18.0,-6.0,6.0
SKU01652,2025-09-29,2025-10-05,39.0,18.0,-21.0,21.0
SKU01823,2025-11-10,2025-11-16,42.0,40.0,-2.0,2.0
SKU01823,2025-12-22,2025-12-28,42.0,35.0,-7.0,7.0
SKU01909,2025-12-22,2025-12-28,21.0,11.0,-10.0,10.0
SKU02370,2025-12-01,2025-12-07,21.0,16.0,-5.0,5.0
SKU02396,2025-12-15,2025-12-21,21.0,11.0,-10.0,10.0
SKU02690,2025-11-10,2025-11-16,36.0,26.0,-10.0,10.0
SKU02830,2025-09-29,2025-10-05,27.0,28.0,1.0,1.0
SKU02830,2025-10-06,2025-10-12,27.0,30.0,3.0,3.0
SKU02898,2025-09-29,2025-10-05,45.0,74.0,29.0,29.0
SKU03239,2025-11-24,2025-11-30,24.0,10.0,-14.0,14.0
SKU03426,2025-10-13,2025-10-19,24.0,26.0,2.0,2.0
SKU03426,2025-12-08,2025-12-14,24.0,26.0,2.0,2.0
SKU03511,2025-11-24,2025-11-30,21.0,7.0,-14.0,14.0
SKU04165,2025-11-17,2025-11-23,30.0,32.0,2.0,2.0
SKU04185,2025-11-17,2025-11-23,39.0,69.0,30.0,30.0
SKU04480,2025-11-03,2025-11-09,21.0,10.0,-11.0,11.0
SKU04531,2025-11-03,2025-11-09,36.0,55.0,19.0,19.0
SKU04531,2025-11-10,2025-11-16,36.0,29.0,-7.0,7.0
SKU04531,2025-12-22,2025-12-28,36.0,52.0,16.0,16.0
SKU04675,2025-10-27,2025-11-02,21.0,13.0,-8.0,8.0
SKU04822,2025-10-13,2025-10-19,33.0,12.0,-21.0,21.0
SKU04833,2025-10-20,2025-10-26,33.0,28.0,-5.0,5.0
SKU02141,2025-11-10,2025-11-16,622.0,555.0,-67.0,67.0
SKU03840,2025-11-10,2025-11-16,203.0,87.0,-116.0,116.0
SKU02858,2025-12-15,2025-12-21,492.0,330.0,-162.0,162.0
SKU04903,2025-12-22,2025-12-28,116.0,114.0,-2.0,2.0
SKU04105,2025-11-17,2025-11-23,107.0,65.0,-42.0,42.0
SKU02692,2025-09-29,2025-10-05,89.0,155.0,66.0,66.0
SKU03030,2025-11-03,2025-11-09,166.0,190.0,24.0,24.0
SKU03433,2025-12-22,2025-12-28,74.0,86.0,12.0,12.0
SKU03840,2025-11-24,2025-11-30,201.0,121.0,-80.0,80.0
SKU01232,2025-12-01,2025-12-07,59.0,74.0,15.0,15.0
SKU04571,2025-11-17,2025-11-23,531.0,277.0,-254.0,254.0
SKU04574,2025-10-13,2025-10-19,56.0,63.0,7.0,7.0
SKU03826,2025-12-15,2025-12-21,53.0,69.0,16.0,16.0
SKU02412,2025-11-24,2025-11-30,50.0,56.0,6.0,6.0
SKU01652,2025-12-22,2025-12-28,38.0,66.0,28.0,28.0
SKU04571,2025-12-22,2025-12-28,526.0,520.0,-6.0,6.0
SKU00938,2025-12-15,2025-12-21,35.0,17.0,-18.0,18.0
SKU01088,2025-11-03,2025-11-09,35.0,63.0,28.0,28.0
SKU03049,2025-11-17,2025-11-23,35.0,43.0,8.0,8.0
SKU03171,2025-12-15,2025-12-21,105.0,98.0,-7.0,7.0
SKU02858,2025-12-01,2025-12-07,481.0,485.0,4.0,4.0
SKU01142,2025-12-01,2025-12-07,32.0,17.0,-15.0,15.0
SKU01555,2025-10-20,2025-10-26,32.0,53.0,21.0,21.0
SKU04833,2025-11-10,2025-11-16,32.0,19.0,-13.0,13.0
SKU03786,2025-12-01,2025-12-07,29.0,19.0,-10.0,10.0
SKU03787,2025-11-10,2025-11-16,29.0,28.0,-1.0,1.0
SKU04975,2025-11-03,2025-11-09,29.0,20.0,-9.0,9.0
SKU00591,2025-12-15,2025-12-21,55.0,34.0,-21.0,21.0
SKU00349,2025-12-01,2025-12-07,26.0,18.0,-8.0,8.0
SKU00796,2025-12-08,2025-12-14,26.0,21.0,-5.0,5.0
SKU03271,2025-11-03,2025-11-09,26.0,31.0,5.0,5.0
SKU03322,2025-10-27,2025-11-02,26.0,17.0,-9.0,9.0
SKU03826,2025-11-24,2025-11-30,52.0,43.0,-9.0,9.0
SKU03826,2025-12-08,2025-12-14,52.0,57.0,5.0,5.0
SKU04608,2025-10-06,2025-10-12,26.0,14.0,-12.0,12.0
SKU04610,2025-09-29,2025-10-05,26.0,36.0,10.0,10.0
SKU01190,2025-11-03,2025-11-09,49.0,37.0,-12.0,12.0
SKU00068,2025-12-22,2025-12-28,23.0,16.0,-7.0,7.0
SKU01205,2025-09-29,2025-10-05,23.0,14.0,-9.0,9.0
SKU01205,2025-12-08,2025-12-14,23.0,14.0,-9.0,9.0
SKU03270,2025-12-01,2025-12-07,23.0,10.0,-13.0,13.0
SKU03426,2025-11-17,2025-11-23,23.0,58.0,35.0,35.0
SKU04408,2025-10-06,2025-10-12,46.0,42.0,-4.0,4.0
SKU04749,2025-12-08,2025-12-14,69.0,31.0,-38.0,38.0
SKU00080,2025-12-08,2025-12-14,14.0,6.0,-8.0,8.0
SKU00106,2025-11-10,2025-11-16,14.0,17.0,3.0,3.0
SKU00615,2025-10-20,2025-10-26,14.0,16.0,2.0,2.0
SKU00711,2025-12-08,2025-12-14,14.0,29.0,15.0,15.0
SKU01178,2025-10-27,2025-11-02,14.0,5.0,-9.0,9.0
SKU01184,2025-12-15,2025-12-21,14.0,16.0,2.0,2.0
SKU01238,2025-10-13,2025-10-19,14.0,6.0,-8.0,8.0
SKU01736,2025-11-03,2025-11-09,14.0,24.0,10.0,10.0
SKU01759,2025-12-08,2025-12-14,14.0,8.0,-6.0,6.0
SKU02016,2025-11-03,2025-11-09,14.0,17.0,3.0,3.0
SKU02016,2025-12-15,2025-12-21,14.0,18.0,4.0,4.0
SKU02310,2025-10-06,2025-10-12,14.0,16.0,2.0,2.0
SKU02310,2025-11-03,2025-11-09,14.0,3.0,-11.0,11.0
SKU03071,2025-12-08,2025-12-14,14.0,8.0,-6.0,6.0
SKU03316,2025-12-08,2025-12-14,14.0,6.0,-8.0,8.0
SKU03489,2025-11-24,2025-11-30,14.0,21.0,7.0,7.0
SKU03053,2025-09-29,2025-10-05,89.0,91.0,2.0,2.0
SKU04318,2025-10-06,2025-10-12,109.0,94.0,-15.0,15.0
SKU04318,2025-11-03,2025-11-09,109.0,104.0,-5.0,5.0
SKU04105,2025-10-13,2025-10-19,103.0,103.0,0.0,0.0
SKU01041,2025-11-03,2025-11-09,60.0,31.0,-29.0,29.0
SKU01823,2025-11-03,2025-11-09,40.0,28.0,-12.0,12.0
SKU01909,2025-09-29,2025-10-05,20.0,4.0,-16.0,16.0
SKU03120,2025-12-08,2025-12-14,20.0,11.0,-9.0,9.0
SKU04038,2025-12-01,2025-12-07,20.0,20.0,0.0,0.0
SKU04675,2025-10-06,2025-10-12,20.0,20.0,0.0,0.0
SKU04815,2025-09-29,2025-10-05,20.0,9.0,-11.0,11.0
SKU04880,2025-11-17,2025-11-23,20.0,19.0,-1.0,1.0
SKU03840,2025-11-17,2025-11-23,194.0,72.0,-122.0,122.0
SKU00484,2025-12-22,2025-12-28,131.0,136.0,5.0,5.0
SKU01652,2025-10-06,2025-10-12,37.0,34.0,-3.0,3.0
SKU02622,2025-12-08,2025-12-14,37.0,34.0,-3.0,3.0
SKU02314,2025-12-08,2025-12-14,91.0,60.0,-31.0,31.0
SKU04571,2025-11-10,2025-11-16,512.0,272.0,-240.0,240.0
SKU00376,2025-11-24,2025-11-30,216.0,214.0,-2.0,2.0
SKU00591,2025-11-24,2025-11-30,54.0,38.0,-16.0,16.0
SKU01363,2025-10-27,2025-11-02,54.0,110.0,56.0,56.0
SKU01088,2025-09-29,2025-10-05,34.0,38.0,4.0,4.0
SKU02858,2025-11-03,2025-11-09,467.0,506.0,39.0,39.0
SKU00484,2025-09-29,2025-10-05,130.0,97.0,-33.0,33.0
SKU01190,2025-11-10,2025-11-16,48.0,48.0,0.0,0.0
SKU02412,2025-10-06,2025-10-12,48.0,59.0,11.0,11.0
SKU03030,2025-11-17,2025-11-23,158.0,144.0,-14.0,14.0
SKU00079,2025-09-29,2025-10-05,389.0,334.0,-55.0,55.0
SKU01142,2025-11-24,2025-11-30,31.0,19.0,-12.0,12.0
SKU00278,2025-12-15,2025-12-21,73.0,48.0,-25.0,25.0
SKU04105,2025-09-29,2025-10-05,101.0,122.0,21.0,21.0
SKU02488,2025-12-08,2025-12-14,28.0,42.0,14.0,14.0
SKU02502,2025-11-10,2025-11-16,28.0,17.0,-11.0,11.0
SKU02526,2025-10-20,2025-10-26,98.0,124.0,26.0,26.0
SKU02796,2025-12-08,2025-12-14,28.0,30.0,2.0,2.0
SKU02796,2025-12-15,2025-12-21,28.0,22.0,-6.0,6.0
SKU03812,2025-10-06,2025-10-12,42.0,82.0,40.0,40.0
SKU04358,2025-09-29,2025-10-05,28.0,30.0,2.0,2.0
SKU04830,2025-10-13,2025-10-19,28.0,32.0,4.0,4.0
SKU02858,2025-12-08,2025-12-14,461.0,469.0,8.0,8.0
SKU04157,2025-12-08,2025-12-14,162.0,165.0,3.0,3.0
SKU00996,2025-09-29,2025-10-05,67.0,97.0,30.0,30.0
SKU00628,2025-12-08,2025-12-14,117.0,88.0,-29.0,29.0
SKU02786,2025-11-17,2025-11-23,39.0,40.0,1.0,1.0
SKU02786,2025-12-22,2025-12-28,39.0,41.0,2.0,2.0
SKU00484,2025-11-10,2025-11-16,128.0,94.0,-34.0,34.0
SKU01087,2025-10-06,2025-10-12,25.0,13.0,-12.0,12.0
SKU01087,2025-11-03,2025-11-09,25.0,13.0,-12.0,12.0
SKU04157,2025-12-22,2025-12-28,161.0,215.0,54.0,54.0
SKU00062,2025-11-10,2025-11-16,122.0,141.0,19.0,19.0
SKU01652,2025-11-03,2025-11-09,36.0,44.0,8.0,8.0
SKU01652,2025-12-08,2025-12-14,36.0,38.0,2.0,2.0
SKU02146,2025-11-10,2025-11-16,36.0,31.0,-5.0,5.0
SKU02622,2025-10-27,2025-11-02,36.0,28.0,-8.0,8.0
SKU02412,2025-10-20,2025-10-26,47.0,36.0,-11.0,11.0
SKU01416,2025-11-17,2025-11-23,19.0,17.0,-2.0,2.0
SKU02527,2025-12-22,2025-12-28,19.0,11.0,-8.0,8.0
SKU03687,2025-11-17,2025-11-23,19.0,12.0,-7.0,7.0
SKU03890,2025-12-01,2025-12-07,19.0,27.0,8.0,8.0
SKU04403,2025-11-17,2025-11-23,19.0,14.0,-5.0,5.0
SKU01775,2025-12-01,2025-12-07,582.0,560.0,-22.0,22.0
SKU04350,2025-10-27,2025-11-02,168.0,171.0,3.0,3.0
SKU00068,2025-10-06,2025-10-12,22.0,23.0,1.0,1.0
SKU01232,2025-09-29,2025-10-05,55.0,49.0,-6.0,6.0
SKU01232,2025-11-03,2025-11-09,55.0,73.0,18.0,18.0
SKU02453,2025-11-17,2025-11-23,33.0,19.0,-14.0,14.0
SKU04372,2025-11-24,2025-11-30,22.0,22.0,0.0,0.0
SKU04424,2025-11-24,2025-11-30,22.0,28.0,6.0,6.0
SKU04749,2025-10-27,2025-11-02,66.0,46.0,-20.0,20.0
SKU04951,2025-11-17,2025-11-23,22.0,25.0,3.0,3.0
SKU00816,2025-10-13,2025-10-19,15.0,5.0,-10.0,10.0
SKU00816,2025-11-24,2025-11-30,15.0,3.0,-12.0,12.0
SKU02081,2025-09-29,2025-10-05,15.0,7.0,-8.0,8.0
SKU02127,2025-10-27,2025-11-02,15.0,4.0,-11.0,11.0
SKU02127,2025-11-10,2025-11-16,15.0,16.0,1.0,1.0
SKU04478,2025-11-17,2025-11-23,15.0,17.0,2.0,2.0
SKU04584,2025-11-24,2025-11-30,15.0,2.0,-13.0,13.0
SKU04584,2025-12-22,2025-12-28,15.0,7.0,-8.0,8.0
SKU04820,2025-10-06,2025-10-12,15.0,2.0,-13.0,13.0
SKU04842,2025-12-15,2025-12-21,15.0,15.0,0.0,0.0
SKU04895,2025-12-08,2025-12-14,15.0,18.0,3.0,3.0
SKU02088,2025-12-01,2025-12-07,118.0,84.0,-34.0,34.0
SKU00079,2025-11-03,2025-11-09,378.0,403.0,25.0,25.0
SKU00484,2025-12-15,2025-12-21,126.0,97.0,-29.0,29.0
SKU00628,2025-10-20,2025-10-26,115.0,62.0,-53.0,53.0
SKU00278,2025-10-27,2025-11-02,71.0,62.0,-9.0,9.0
SKU04571,2025-11-03,2025-11-09,491.0,432.0,-59.0,59.0
SKU02218,2025-11-24,2025-11-30,30.0,13.0,-17.0,17.0
SKU02518,2025-12-01,2025-12-07,30.0,20.0,-10.0,10.0
SKU03985,2025-11-17,2025-11-23,30.0,27.0,-3.0,3.0
SKU03826,2025-11-10,2025-11-16,49.0,46.0,-3.0,3.0
SKU04162,2025-12-15,2025-12-21,68.0,61.0,-7.0,7.0
SKU00482,2025-11-10,2025-11-16,38.0,39.0,1.0,1.0
SKU01072,2025-09-29,2025-10-05,38.0,7.0,-31.0,31.0
SKU03030,2025-10-27,2025-11-02,152.0,135.0,-17.0,17.0
SKU00008,2025-11-17,2025-11-23,12.0,7.0,-5.0,5.0
SKU00010,2025-11-17,2025-11-23,12.0,3.0,-9.0,9.0
SKU00012,2025-12-08,2025-12-14,12.0,7.0,-5.0,5.0
SKU00072,2025-11-10,2025-11-16,12.0,10.0,-2.0,2.0
SKU00072,2025-11-24,2025-11-30,12.0,6.0,-6.0,6.0
SKU00101,2025-11-24,2025-11-30,12.0,14.0,2.0,2.0
SKU00132,2025-11-03,2025-11-09,12.0,7.0,-5.0,5.0
SKU00132,2025-12-08,2025-12-14,12.0,18.0,6.0,6.0
SKU00152,2025-10-20,2025-10-26,12.0,26.0,14.0,14.0
SKU00165,2025-10-06,2025-10-12,12.0,8.0,-4.0,4.0
SKU00165,2025-11-10,2025-11-16,12.0,14.0,2.0,2.0
SKU00165,2025-11-17,2025-11-23,12.0,11.0,-1.0,1.0
SKU00172,2025-10-20,2025-10-26,12.0,10.0,-2.0,2.0
SKU00174,2025-10-13,2025-10-19,12.0,9.0,-3.0,3.0
SKU00174,2025-11-10,2025-11-16,12.0,5.0,-7.0,7.0
SKU00208,2025-11-03,2025-11-09,12.0,19.0,7.0,7.0
SKU00250,2025-09-29,2025-10-05,12.0,5.0,-7.0,7.0
SKU00257,2025-09-29,2025-10-05,12.0,16.0,4.0,4.0
SKU00258,2025-11-17,2025-11-23,12.0,14.0,2.0,2.0
SKU00261,2025-11-03,2025-11-09,12.0,12.0,0.0,0.0
SKU00290,2025-10-27,2025-11-02,12.0,8.0,-4.0,4.0
SKU00290,2025-12-01,2025-12-07,12.0,16.0,4.0,4.0
SKU00297,2025-11-17,2025-11-23,12.0,9.0,-3.0,3.0
SKU00300,2025-11-17,2025-11-23,12.0,8.0,-4.0,4.0
SKU00329,2025-09-29,2025-10-05,12.0,17.0,5.0,5.0
SKU00329,2025-12-22,2025-12-28,12.0,19.0,7.0,7.0
SKU00341,2025-12-01,2025-12-07,12.0,4.0,-8.0,8.0
SKU00345,2025-12-15,2025-12-21,12.0,2.0,-10.0,10.0
SKU00359,2025-11-10,2025-11-16,12.0,21.0,9.0,9.0
SKU00362,2025-10-06,2025-10-12,12.0,25.0,13.0,13.0
SKU00362,2025-12-15,2025-12-21,12.0,7.0,-5.0,5.0
SKU00392,2025-10-20,2025-10-26,12.0,6.0,-6.0,6.0
SKU00433,2025-12-01,2025-12-07,12.0,9.0,-3.0,3.0
SKU00435,2025-10-06,2025-10-12,12.0,5.0,-7.0,7.0
SKU00447,2025-09-29,2025-10-05,12.0,15.0,3.0,3.0
SKU00468,2025-09-29,2025-10-05,12.0,19.0,7.0,7.0
SKU00468,2025-11-10,2025-11-16,12.0,17.0,5.0,5.0
SKU00470,2025-11-10,2025-11-16,12.0,20.0,8.0,8.0
SKU00505,2025-10-27,2025-11-02,12.0,10.0,-2.0,2.0
SKU00518,2025-12-15,2025-12-21,12.0,18.0,6.0,6.0
SKU00518,2025-12-22,2025-12-28,12.0,21.0,9.0,9.0
SKU00549,2025-12-08,2025-12-14,12.0,20.0,8.0,8.0
SKU00552,2025-12-08,2025-12-14,12.0,17.0,5.0,5.0
SKU00552,2025-12-22,2025-12-28,12.0,13.0,1.0,1.0
SKU00561,2025-10-27,2025-11-02,12.0,15.0,3.0,3.0
SKU00564,2025-11-10,2025-11-16,12.0,9.0,-3.0,3.0
SKU00579,2025-12-01,2025-12-07,12.0,15.0,3.0,3.0
SKU00579,2025-12-15,2025-12-21,12.0,14.0,2.0,2.0
SKU00600,2025-10-27,2025-11-02,12.0,10.0,-2.0,2.0
SKU00600,2025-12-15,2025-12-21,12.0,16.0,4.0,4.0
SKU00636,2025-10-13,2025-10-19,12.0,22.0,10.0,10.0
SKU00640,2025-12-08,2025-12-14,12.0,13.0,1.0,1.0
SKU00656,2025-10-06,2025-10-12,12.0,6.0,-6.0,6.0
SKU00656,2025-11-24,2025-11-30,12.0,6.0,-6.0,6.0
SKU00657,2025-10-06,2025-10-12,12.0,13.0,1.0,1.0
SKU00657,2025-10-20,2025-10-26,12.0,18.0,6.0,6.0
SKU00657,2025-11-17,2025-11-23,12.0,8.0,-4.0,4.0
SKU00659,2025-11-10,2025-11-16,12.0,6.0,-6.0,6.0
SKU00661,2025-10-20,2025-10-26,12.0,7.0,-5.0,5.0
SKU00661,2025-11-24,2025-11-30,12.0,7.0,-5.0,5.0
SKU00661,2025-12-08,2025-12-14,12.0,14.0,2.0,2.0
SKU00663,2025-10-13,2025-10-19,12.0,3.0,-9.0,9.0
SKU00663,2025-11-10,2025-11-16,12.0,28.0,16.0,16.0
SKU00663,2025-11-17,2025-11-23,12.0,15.0,3.0,3.0
SKU00689,2025-10-27,2025-11-02,12.0,10.0,-2.0,2.0
SKU00709,2025-10-13,2025-10-19,12.0,6.0,-6.0,6.0
SKU00730,2025-11-10,2025-11-16,12.0,12.0,0.0,0.0
SKU00730,2025-12-15,2025-12-21,12.0,31.0,19.0,19.0
