sku_id,forecast_demand,actual_units,stock_on_hand,stockout_risk,overstock_risk,demand_risk,inventory_risk_score,inventory_coverage_weeks,risk_level,primary_risk_driver,business_priority,sku_name,category,inventory_gap,recommended_replenishment_units,excess_inventory_units,inventory_status,recommended_action,business_recommendation,unit_price,unit_cost,sales_value_at_risk,capital_locked_in_overstock,forecast_error,absolute_error
SKU01608,232.0,218.0,88.0,0.0,100.0,15.38,24.62,0.38,Low,Overstock,Low,SparkleClean First Aid 500ml,Health & Wellness,-144.0,144.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,171.7,106.28,24724.8,0.0,-14.0,14.0
SKU01706,216.0,234.0,156.0,0.0,100.0,15.38,24.62,0.72,Low,Overstock,Low,BasicNeeds Home Decor 1kg,Home & Kitchen,-60.0,60.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1068.65,824.51,64119.0,0.0,18.0,18.0
SKU01769,290.0,336.0,237.0,0.0,100.0,15.38,24.62,0.82,Low,Overstock,Low,ZestyCo Laundry Pack of 12,Home Care,-53.0,53.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,576.91,402.91,30576.23,0.0,46.0,46.0
SKU01808,235.0,237.0,99.0,0.0,100.0,15.38,24.62,0.42,Low,Overstock,Low,UrbanBite Ready Meals 2kg,Frozen Foods,-136.0,136.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,225.82,167.4,30711.52,0.0,2.0,2.0
SKU01816,193.0,200.0,54.0,0.0,100.0,15.38,24.62,0.28,Low,Overstock,Low,BasicNeeds Small Appliances Medium,Electronics & Accessories,-139.0,139.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,3324.34,1846.55,462083.26,0.0,7.0,7.0
SKU01889,303.0,307.0,35.0,0.0,100.0,15.38,24.62,0.12,Low,Overstock,Low,SparkleClean Office Supplies 100g,Stationery & Office,-268.0,268.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,83.31,48.96,22327.08,0.0,4.0,4.0
SKU01908,210.0,216.0,58.0,0.0,100.0,15.38,24.62,0.28,Low,Overstock,Low,SmartBuy Small Appliances Small,Electronics & Accessories,-152.0,152.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2110.37,1602.59,320776.24,0.0,6.0,6.0
SKU01917,220.0,200.0,100.0,0.0,100.0,15.38,24.62,0.45,Low,Overstock,Low,FreshFarm Mobile Accessories Family Pack,Electronics & Accessories,-120.0,120.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,986.08,744.3,118329.6,0.0,-20.0,20.0
SKU01928,230.0,218.0,91.0,0.0,100.0,15.38,24.62,0.4,Low,Overstock,Low,CrispKing Laundry 250g,Home Care,-139.0,139.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,198.45,146.43,27584.55,0.0,-12.0,12.0
SKU01938,364.0,346.0,67.0,0.0,100.0,15.38,24.62,0.18,Low,Overstock,Low,CityFresh Vitamins & Supplements Family Pack,Health & Wellness,-297.0,297.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1070.48,614.78,317932.56,0.0,-18.0,18.0
SKU02027,318.0,357.0,26.0,0.0,100.0,15.38,24.62,0.08,Low,Overstock,Low,PremiumSelect Coffee 2L,Beverages,-292.0,292.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,152.04,111.23,44395.68,0.0,39.0,39.0
SKU02179,240.0,262.0,177.0,0.0,100.0,15.38,24.62,0.74,Low,Overstock,Low,FreshFarm Cooking Oil Medium,Grocery,-63.0,63.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,195.37,130.79,12308.31,0.0,22.0,22.0
SKU02360,232.0,236.0,152.0,0.0,100.0,15.38,24.62,0.66,Low,Overstock,Low,SmartBuy Bottled Water 500g,Beverages,-80.0,80.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,65.99,52.68,5279.2,0.0,4.0,4.0
SKU02392,258.0,283.0,125.0,0.0,100.0,15.38,24.62,0.48,Low,Overstock,Low,EverydayPlus Office Supplies 250g,Stationery & Office,-133.0,133.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,132.22,77.09,17585.26,0.0,25.0,25.0
SKU02465,224.0,232.0,91.0,0.0,100.0,15.38,24.62,0.41,Low,Overstock,Low,EverydayPlus Coffee 100g,Beverages,-133.0,133.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,107.75,71.24,14330.75,0.0,8.0,8.0
SKU02609,346.0,364.0,137.0,0.0,100.0,15.38,24.62,0.4,Low,Overstock,Low,BasicNeeds Men's Grooming 250ml,Personal Care,-209.0,209.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,391.85,256.26,81896.65,0.0,18.0,18.0
SKU02669,228.0,318.0,69.0,0.0,100.0,15.38,24.62,0.3,Low,Overstock,Low,GreenValley Coffee Pack of 12,Beverages,-159.0,159.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,67.5,39.26,10732.5,0.0,90.0,90.0
SKU02764,189.0,311.0,75.0,0.0,100.0,15.38,24.62,0.4,Low,Overstock,Low,SunriseFoods Candy Pack of 12,Snacks & Confectionery,-114.0,114.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,177.05,135.63,20183.7,0.0,122.0,122.0
SKU02860,244.0,283.0,60.0,0.0,100.0,15.38,24.62,0.25,Low,Overstock,Low,HealthFirst Kids Wear 100g,Apparel & Footwear,-184.0,184.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1859.24,1166.95,342100.16,0.0,39.0,39.0
SKU02866,267.0,302.0,45.0,0.0,100.0,15.38,24.62,0.17,Low,Overstock,Low,PurePlus Laundry 2L,Home Care,-222.0,222.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,94.26,63.63,20925.72,0.0,35.0,35.0
SKU02921,286.0,282.0,30.0,0.0,100.0,15.38,24.62,0.1,Low,Overstock,Low,MetroBrand Laundry 250g,Home Care,-256.0,256.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,319.54,187.85,81802.24,0.0,-4.0,4.0
SKU02943,304.0,354.0,56.0,0.0,100.0,15.38,24.62,0.18,Low,Overstock,Low,NatureBlend Batteries 1L,Electronics & Accessories,-248.0,248.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,909.95,514.91,225667.6,0.0,50.0,50.0
SKU02953,272.0,286.0,29.0,0.0,100.0,15.38,24.62,0.11,Low,Overstock,Low,CleanWave Pulses & Lentils 250ml,Grocery,-243.0,243.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,206.97,148.96,50293.71,0.0,14.0,14.0
SKU02981,243.0,313.0,91.0,0.0,100.0,15.38,24.62,0.37,Low,Overstock,Low,SmartBuy Skin Care 250ml,Personal Care,-152.0,152.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,361.07,232.41,54882.64,0.0,70.0,70.0
SKU03135,282.0,273.0,151.0,0.0,100.0,15.38,24.62,0.54,Low,Overstock,Low,EliteHome Bath & Body Pack of 12,Personal Care,-131.0,131.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,393.82,288.18,51590.42,0.0,-9.0,9.0
SKU03146,242.0,250.0,104.0,0.0,100.0,15.38,24.62,0.43,Low,Overstock,Low,NovaFresh Kids Wear 500ml,Apparel & Footwear,-138.0,138.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1279.79,903.11,176611.02,0.0,8.0,8.0
SKU03282,179.0,252.0,45.0,0.0,100.0,15.38,24.62,0.25,Low,Overstock,Low,PremiumSelect Men's Wear Small,Apparel & Footwear,-134.0,134.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1550.85,1030.17,207813.9,0.0,73.0,73.0
SKU03287,215.0,220.0,179.0,0.0,100.0,15.38,24.62,0.83,Low,Overstock,Low,MetroBrand Cheese 100g,Dairy & Bakery,-36.0,36.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,160.51,128.22,5778.36,0.0,5.0,5.0
SKU03325,280.0,323.0,73.0,0.0,100.0,15.38,24.62,0.26,Low,Overstock,Low,SmartBuy Eggs 1kg,Dairy & Bakery,-207.0,207.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,62.69,36.37,12976.83,0.0,43.0,43.0
SKU03368,391.0,467.0,90.0,0.0,100.0,15.38,24.62,0.23,Low,Overstock,Low,PrimeCare Home Decor 250ml,Home & Kitchen,-301.0,301.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1766.25,1357.98,531641.25,0.0,76.0,76.0
SKU03421,225.0,278.0,70.0,0.0,100.0,15.38,24.62,0.31,Low,Overstock,Low,DailyBest Footwear 500g,Apparel & Footwear,-155.0,155.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2151.7,1669.57,333513.5,0.0,53.0,53.0
SKU03437,213.0,204.0,232.0,0.0,100.0,15.38,24.62,1.09,Low,Overstock,Low,QuickBite Air Fresheners 250g,Home Care,19.0,0.0,19.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,275.11,190.61,0.0,3621.59,-9.0,9.0
SKU03608,211.0,219.0,114.0,0.0,100.0,15.38,24.62,0.54,Low,Overstock,Low,PureLife Ready Meals 250ml,Frozen Foods,-97.0,97.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1095.08,835.18,106222.76,0.0,8.0,8.0
SKU03789,229.0,233.0,110.0,0.0,100.0,15.38,24.62,0.48,Low,Overstock,Low,BasicNeeds Small Appliances 2L,Electronics & Accessories,-119.0,119.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1048.14,658.01,124728.66,0.0,4.0,4.0
SKU03813,211.0,212.0,191.0,0.0,100.0,15.38,24.62,0.91,Low,Overstock,Low,PurePlus OTC Medicine 2L,Health & Wellness,-20.0,20.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1597.17,1201.62,31943.4,0.0,1.0,1.0
SKU03838,269.0,308.0,255.0,0.0,100.0,15.38,24.62,0.95,Low,Overstock,Low,MetroBrand Rice & Grains 2L,Grocery,-14.0,14.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,259.95,144.07,3639.3,0.0,39.0,39.0
SKU03847,227.0,227.0,22.0,0.0,100.0,15.38,24.62,0.1,Low,Overstock,Low,FamilyChoice Pulses & Lentils Small,Grocery,-205.0,205.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,100.07,57.63,20514.35,0.0,0.0,0.0
SKU03856,243.0,211.0,89.0,0.0,100.0,15.38,24.62,0.37,Low,Overstock,Low,EliteHome Writing Instruments Pack of 6,Stationery & Office,-154.0,154.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,115.78,70.3,17830.12,0.0,-32.0,32.0
SKU03900,183.0,190.0,157.0,0.0,100.0,15.38,24.62,0.86,Low,Overstock,Low,GreenValley Air Fresheners 250g,Home Care,-26.0,26.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,516.82,316.31,13437.32,0.0,7.0,7.0
SKU03942,203.0,194.0,70.0,0.0,100.0,15.38,24.62,0.34,Low,Overstock,Low,NatureBlend Pulses & Lentils 2kg,Grocery,-133.0,133.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,240.46,170.79,31981.18,0.0,-9.0,9.0
SKU03956,213.0,248.0,20.0,0.0,100.0,15.38,24.62,0.09,Low,Overstock,Low,SoftTouch Laundry Pack of 6,Home Care,-193.0,193.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,223.29,135.07,43094.97,0.0,35.0,35.0
SKU03990,235.0,191.0,32.0,0.0,100.0,15.38,24.62,0.14,Low,Overstock,Low,SparkleClean Ice Cream Pack of 6,Frozen Foods,-203.0,203.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,690.44,427.88,140159.32,0.0,-44.0,44.0
SKU04050,193.0,236.0,180.0,0.0,100.0,15.38,24.62,0.93,Low,Overstock,Low,NovaFresh Biscuits & Cookies 2L,Snacks & Confectionery,-13.0,13.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,118.91,68.53,1545.83,0.0,43.0,43.0
SKU04138,245.0,265.0,43.0,0.0,100.0,15.38,24.62,0.18,Low,Overstock,Low,DailyBest Men's Wear 250g,Apparel & Footwear,-202.0,202.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2075.16,1594.39,419182.32,0.0,20.0,20.0
SKU04237,206.0,243.0,78.0,0.0,100.0,15.38,24.62,0.38,Low,Overstock,Low,PurePlus Eggs Pack of 12,Dairy & Bakery,-128.0,128.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,248.5,155.22,31808.0,0.0,37.0,37.0
SKU04277,319.0,311.0,138.0,0.0,100.0,15.38,24.62,0.43,Low,Overstock,Low,CityFresh Butter & Ghee 500ml,Dairy & Bakery,-181.0,181.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,288.73,172.8,52260.13,0.0,-8.0,8.0
SKU04306,244.0,308.0,24.0,0.0,100.0,15.38,24.62,0.1,Low,Overstock,Low,ZestyCo Pulses & Lentils 1kg,Grocery,-220.0,220.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,162.94,91.16,35846.8,0.0,64.0,64.0
SKU04366,288.0,352.0,112.0,0.0,100.0,15.38,24.62,0.39,Low,Overstock,Low,SmartBuy Footwear 1L,Apparel & Footwear,-176.0,176.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1951.78,1107.13,343513.28,0.0,64.0,64.0
SKU04375,243.0,206.0,116.0,0.0,100.0,15.38,24.62,0.48,Low,Overstock,Low,SmartBuy Women's Wear 100g,Apparel & Footwear,-127.0,127.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1761.68,1140.53,223733.36,0.0,-37.0,37.0
SKU04481,371.0,455.0,52.0,0.0,100.0,15.38,24.62,0.14,Low,Overstock,Low,EliteHome Soft Drinks 250ml,Beverages,-319.0,319.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,144.61,112.26,46130.59,0.0,84.0,84.0
SKU04492,236.0,203.0,24.0,0.0,100.0,15.38,24.62,0.1,Low,Overstock,Low,PurePlus Spices & Seasoning Medium,Grocery,-212.0,212.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,166.43,131.44,35283.16,0.0,-33.0,33.0
SKU04507,246.0,290.0,69.0,0.0,100.0,15.38,24.62,0.28,Low,Overstock,Low,UrbanBite Energy Drinks Medium,Beverages,-177.0,177.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,129.78,94.04,22971.06,0.0,44.0,44.0
SKU04570,277.0,329.0,93.0,0.0,100.0,15.38,24.62,0.34,Low,Overstock,Low,QuickBite Juices 1L,Beverages,-184.0,184.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,122.7,74.63,22576.8,0.0,52.0,52.0
SKU04615,183.0,160.0,43.0,0.0,100.0,15.38,24.62,0.23,Low,Overstock,Low,NutriPlus Air Fresheners Family Pack,Home Care,-140.0,140.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,277.75,152.96,38885.0,0.0,-23.0,23.0
SKU04634,259.0,216.0,35.0,0.0,100.0,15.38,24.62,0.14,Low,Overstock,Low,NovaFresh Women's Wear 1L,Apparel & Footwear,-224.0,224.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,973.21,566.16,217999.04,0.0,-43.0,43.0
SKU04683,231.0,252.0,24.0,0.0,100.0,15.38,24.62,0.1,Low,Overstock,Low,EverydayPlus Hair Care 250ml,Personal Care,-207.0,207.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,481.63,313.99,99697.41,0.0,21.0,21.0
SKU04721,249.0,276.0,43.0,0.0,100.0,15.38,24.62,0.17,Low,Overstock,Low,PrimeCare Namkeen 250g,Snacks & Confectionery,-206.0,206.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,41.69,28.95,8588.14,0.0,27.0,27.0
SKU04775,190.0,197.0,86.0,0.0,100.0,15.38,24.62,0.45,Low,Overstock,Low,TrueTaste Milk 2L,Dairy & Bakery,-104.0,104.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,121.08,72.38,12592.32,0.0,7.0,7.0
SKU04828,323.0,418.0,123.0,0.0,100.0,15.38,24.62,0.38,Low,Overstock,Low,UrbanBite Energy Drinks 250ml,Beverages,-200.0,200.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,145.98,87.05,29196.0,0.0,95.0,95.0
SKU04883,270.0,275.0,156.0,0.0,100.0,15.38,24.62,0.58,Low,Overstock,Low,PurePlus Men's Grooming Family Pack,Personal Care,-114.0,114.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,399.81,279.72,45578.34,0.0,5.0,5.0
SKU04893,278.0,206.0,162.0,0.0,100.0,15.38,24.62,0.58,Low,Overstock,Low,ValueChoice Hair Care Family Pack,Personal Care,-116.0,116.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,764.67,468.97,88701.72,0.0,-72.0,72.0
SKU04923,276.0,255.0,109.0,0.0,100.0,15.38,24.62,0.39,Low,Overstock,Low,NutriPlus Biscuits & Cookies 250ml,Snacks & Confectionery,-167.0,167.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,64.54,36.17,10778.18,0.0,-21.0,21.0
SKU04940,250.0,273.0,120.0,0.0,100.0,15.38,24.62,0.48,Low,Overstock,Low,ValueChoice Frozen Vegetables 2kg,Frozen Foods,-130.0,130.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,617.3,481.1,80249.0,0.0,23.0,23.0
SKU04943,219.0,221.0,140.0,0.0,100.0,15.38,24.62,0.64,Low,Overstock,Low,SunriseFoods Flour & Atta Pack of 12,Grocery,-79.0,79.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,145.62,89.4,11503.98,0.0,2.0,2.0
SKU02389,335.0,337.0,19.0,0.0,35.71,53.85,23.3,0.06,Low,Overstock,Low,HomeStyle Frozen Meat Pack of 6,Frozen Foods,-316.0,316.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,830.82,505.99,262539.12,0.0,2.0,2.0
SKU02596,306.0,298.0,19.0,0.0,46.15,46.15,23.08,0.06,Low,Overstock,Low,CityFresh Skin Care 100g,Personal Care,-287.0,287.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,264.7,164.93,75968.9,0.0,-8.0,8.0
SKU02693,414.0,371.0,17.0,0.0,0.0,76.92,23.08,0.04,Low,Stockout,Low,NutriPlus Footwear Pack of 6,Apparel & Footwear,-397.0,397.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1518.89,1040.74,602999.33,0.0,-43.0,43.0
SKU01965,257.0,200.0,18.0,0.0,20.0,61.54,22.46,0.07,Low,Overstock,Low,QuickBite Batteries Large,Electronics & Accessories,-239.0,239.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1260.69,872.07,301304.91,0.0,-57.0,57.0
SKU00086,193.0,222.0,30.0,0.0,100.0,7.69,22.31,0.16,Low,Overstock,Low,HealthFirst Small Appliances Pack of 12,Electronics & Accessories,-163.0,163.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2786.01,2220.28,454119.63,0.0,29.0,29.0
SKU00111,221.0,199.0,237.0,0.0,100.0,7.69,22.31,1.07,Low,Overstock,Low,HomeStyle Footwear 1L,Apparel & Footwear,16.0,0.0,16.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,2316.85,1506.31,0.0,24100.96,-22.0,22.0
SKU00125,358.0,341.0,59.0,0.0,100.0,7.69,22.31,0.16,Low,Overstock,Low,GoldenHarvest Air Fresheners Small,Home Care,-299.0,299.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,477.75,338.32,142847.25,0.0,-17.0,17.0
SKU00259,234.0,200.0,95.0,0.0,100.0,7.69,22.31,0.41,Low,Overstock,Low,SoftTouch Writing Instruments 100g,Stationery & Office,-139.0,139.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,249.48,176.24,34677.72,0.0,-34.0,34.0
SKU00333,366.0,352.0,123.0,0.0,100.0,7.69,22.31,0.34,Low,Overstock,Low,CityFresh Cheese Small,Dairy & Bakery,-243.0,243.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,61.52,47.93,14949.36,0.0,-14.0,14.0
SKU00469,237.0,219.0,165.0,0.0,100.0,7.69,22.31,0.7,Low,Overstock,Low,NatureBlend Sugar & Salt Family Pack,Grocery,-72.0,72.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,152.95,113.32,11012.4,0.0,-18.0,18.0
SKU00486,279.0,291.0,81.0,0.0,100.0,7.69,22.31,0.29,Low,Overstock,Low,SmartBuy Batteries Pack of 6,Electronics & Accessories,-198.0,198.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,2425.84,1371.44,480316.32,0.0,12.0,12.0
SKU00504,244.0,310.0,51.0,0.0,100.0,7.69,22.31,0.21,Low,Overstock,Low,NutriPlus Women's Wear Small,Apparel & Footwear,-193.0,193.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1466.31,1136.94,282997.83,0.0,66.0,66.0
SKU00530,273.0,225.0,67.0,0.0,100.0,7.69,22.31,0.25,Low,Overstock,Low,FreshFarm Notebooks 2kg,Stationery & Office,-206.0,206.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,66.34,38.38,13666.04,0.0,-48.0,48.0
SKU00570,200.0,178.0,233.0,0.0,100.0,7.69,22.31,1.16,Low,Overstock,Low,BasicNeeds First Aid Small,Health & Wellness,33.0,0.0,33.0,SURPLUS,MONITOR INVENTORY,Inventory is above forecast demand. Monitor inventory levels.,768.86,474.28,0.0,15651.24,-22.0,22.0
SKU00577,232.0,206.0,179.0,0.0,100.0,7.69,22.31,0.77,Low,Overstock,Low,HealthFirst Batteries Large,Electronics & Accessories,-53.0,53.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,1637.0,947.78,86761.0,0.0,-26.0,26.0
SKU00578,263.0,261.0,97.0,0.0,100.0,7.69,22.31,0.37,Low,Overstock,Low,SmartBuy Soft Drinks 1L,Beverages,-166.0,166.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,114.92,64.82,19076.72,0.0,-2.0,2.0
SKU00601,295.0,307.0,26.0,0.0,100.0,7.69,22.31,0.09,Low,Overstock,Low,MetroBrand Office Supplies Family Pack,Stationery & Office,-269.0,269.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,208.17,135.24,55997.73,0.0,12.0,12.0
SKU00603,232.0,219.0,226.0,0.0,100.0,7.69,22.31,0.97,Low,Overstock,Low,FreshFarm Soft Drinks 100g,Beverages,-6.0,6.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,89.72,58.2,538.32,0.0,-13.0,13.0
SKU00653,203.0,253.0,40.0,0.0,100.0,7.69,22.31,0.2,Low,Overstock,Low,GoldenHarvest Frozen Meat Pack of 12,Frozen Foods,-163.0,163.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,820.27,472.73,133704.01,0.0,50.0,50.0
SKU00669,222.0,300.0,96.0,0.0,100.0,7.69,22.31,0.43,Low,Overstock,Low,MetroBrand First Aid 500g,Health & Wellness,-126.0,126.0,0.0,SHORTAGE,INCREASE STOCK MONITORING,Inventory is below forecast demand. Monitor stock closely and plan replenishment.,631.77,427.05,79603.02,0.0,78.0,78.0
